LAMMPS data file generated by random-structure.py

200 atoms
2 atom types

0.000000 13.663794 xlo xhi
0.000000 13.663794 ylo yhi
0.000000 13.663794 zlo zhi

Masses

1 55.8450
2 10.8110

Atoms

1 1 13.411217 9.881079 12.821875
2 2 12.739285 9.066813 10.114027
3 1 13.409124 11.235882 2.132843
4 1 13.348309 13.578530 9.130328
5 1 6.549766 12.298609 8.544728
6 1 13.120838 8.627663 4.160379
7 1 6.874222 10.480662 0.861270
8 1 13.183481 3.758009 9.496986
9 1 1.746614 1.147630 3.799297
10 1 5.506109 11.904450 5.340369
11 2 4.669508 9.241419 4.076013
12 1 12.212756 10.348310 4.942924
13 1 2.925674 12.151866 8.738141
14 2 10.250112 1.865175 8.120238
15 1 1.895970 6.197193 7.122558
16 2 6.318840 11.384663 13.146779
17 1 3.437317 10.717764 7.388359
18 1 1.434119 13.121655 11.127963
19 1 11.564869 4.549611 9.502540
20 1 13.242233 3.964947 2.575020
21 1 0.752861 0.941951 10.549438
22 1 3.885769 3.069186 11.847469
23 1 9.442986 1.431557 13.410047
24 1 8.344655 4.277882 5.564385
25 1 1.363839 4.201155 4.422477
26 1 13.191439 11.962128 13.181970
27 1 12.667328 13.616985 0.667542
28 2 6.003076 13.032061 13.150802
29 1 13.523302 13.230435 3.201903
30 2 1.796093 12.064123 13.376584
31 1 13.136742 1.965333 4.841101
32 1 10.456084 5.354522 8.187463
33 1 11.676539 8.613996 11.917399
34 2 5.426741 8.519608 8.039230
35 1 12.301542 3.149438 13.027672
36 1 12.184029 6.262502 13.395694
37 1 7.901445 12.371491 10.194034
38 2 12.598117 1.114906 7.391397
39 2 7.887369 3.328203 2.968461
40 1 11.493584 2.702901 8.721846
41 2 9.515604 0.600349 2.332784
42 1 8.770763 13.470617 4.781218
43 1 0.713610 7.757337 13.169415
44 2 13.468511 13.580697 11.549124
45 2 9.401983 8.470995 4.311626
46 1 6.666420 9.187696 5.892477
47 1 4.085247 2.040154 8.853294
48 1 8.253382 13.620209 7.219927
49 1 5.606627 8.094468 1.087173
50 2 1.832348 0.813561 1.027720
51 1 13.151016 6.150686 3.069786
52 1 9.394225 4.821956 12.151035
53 2 4.711835 2.636952 3.392127
54 1 6.424954 13.289825 10.077294
55 1 9.443042 13.140487 8.078266
56 1 4.050928 4.262678 2.127905
57 1 2.199641 4.379796 13.408352
58 1 8.884112 4.667814 13.599861
59 1 5.495368 6.657912 9.466479
60 1 10.753777 13.171964 10.046392
61 1 6.082751 5.188490 13.458266
62 1 9.766638 4.740913 1.440180
63 1 4.560389 13.288821 8.625516
64 2 12.434380 1.384132 13.333968
65 2 4.919255 9.629096 2.611214
66 2 12.036443 3.670933 5.680839
67 1 0.842872 13.430115 5.815959
68 1 11.593774 10.567296 1.551101
69 1 10.524404 13.424632 13.570170
70 1 8.987313 7.179031 11.898715
71 1 10.641098 5.104688 4.351435
72 2 7.453462 2.663339 10.377904
73 1 4.243062 13.416517 13.023119
74 1 4.400241 5.893124 4.612754
75 1 3.699208 4.797980 5.968211
76 2 0.145992 3.683812 7.649084
77 1 7.959427 10.056751 7.824704
78 1 0.299362 12.099518 7.989235
79 1 1.574312 3.454670 11.199662
80 1 0.141100 3.375022 0.754246
81 1 5.739847 3.297431 6.247169
82 2 2.676022 4.214647 9.745104
83 2 12.292759 5.936469 11.270869
84 2 13.652750 9.873388 6.264281
85 1 12.038713 10.911666 6.502342
86 1 12.537974 13.556743 5.295287
87 1 13.029342 7.010815 7.295980
88 1 9.508248 10.100732 0.576329
89 1 12.175552 7.419681 9.992405
